Data;Classificacao;Descricao;Meio;Valor
15/03/2018;2.9 Marketing;marketing face;DINHEIRO;26,3
16/03/2018;2.9 Marketing;marketing face;DINHEIRO;19,9
16/03/2018;2.4.2 Diaria Funcionarios;SLEVES VITOR;DINHEIRO;15
27/03/2018;2.8 agua, Luz e Aluguel;ENERGIA;DINHEIRO;202,91
15/03/2018;2.2.4 Insumos;VIVO;DINHEIRO;127,51
23/03/2018;2.8 agua, Luz e Aluguel;MARcO;DINHEIRO;1100
22/03/2018;2.2.8 Bebidas;CHOpp;DINHEIRO;100
23/03/2018;2.2.2 Pao;PaES;DINHEIRO;10
25/03/2018;2.2.2 Pao;PaES;DINHEIRO;17,9
23/03/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;9,64
25/03/2018;2.3.4 Outros Descartaveis;GUARDANAPO;DINHEIRO;16,8
25/03/2018;2.2.8 Bebidas;REPO;DINHEIRO;68,85
25/03/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;30,7
27/03/2018;2.8.2 Tarifas Bancarias;TARIFA CARTaO;DINHEIRO;81,86
01/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;57,81
01/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;37,52
01/04/2018;2.2.1 Carne;CARNE HAMBUR;DINHEIRO;42
01/04/2018;2.8.1 Ambiente e Manutencao;INSUMOS PARA MONTAGEM DE MESA RPG;DINHEIRO;30,85
01/04/2018;2.8.1 Ambiente e Manutencao;MATERIAL DE ESCRITORIO E RPG;DINHEIRO;30,7
01/04/2018;2.8.1 Ambiente e Manutencao;PORTA GUARDANAPOS;DINHEIRO;11,96
01/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;68,92
01/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;9,54
01/04/2018;2.2.2 Pao;PaES;DINHEIRO;16,81
01/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;37,86
01/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;21,85
01/04/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
01/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;96,09
01/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;57,46
01/04/2018;2.3.4 Outros Descartaveis;MATERIAL DE LIMPEZA;DINHEIRO;12,67
02/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;141,2
02/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;19,8
02/04/2018;2.8.1 Ambiente e Manutencao;GRID RPG, BALDES DE ORC, TROFEUS;DINHEIRO;124
03/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;14,69
03/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;42,36
03/04/2018;2.3.4 Outros Descartaveis;SACO DE LIXO E FOSFORO, CANUDOS;DINHEIRO;23,1
03/04/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
01/04/2018;2.2.8 Bebidas;chopp;DINHEIRO;120
01/04/2018;2.6.1 Gas de cozinha;botijao de gaz;DINHEIRO;65
01/04/2018;2.9 Marketing;marketing face;DINHEIRO;238,57
05/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;12,26
05/04/2018;2.2.2 Pao;PaES;DINHEIRO;11,2
05/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;89,1
05/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;23,28
06/04/2018;2.8.1 Ambiente e Manutencao;IMPRESSaO;DINHEIRO;7,5
06/04/2018;2.2.1 Carne;CARNE;DINHEIRO;35,5
06/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;34,1
06/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;22,62
07/04/2018;2.2.2 Pao;PaES;DINHEIRO;4
07/04/2018;2.2.5 Hortifrut;ALFACE;DINHEIRO;4,49
07/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;85,79
07/04/2018;2.8.1 Ambiente e Manutencao;POTES PARA COZINHA E BALDES ORCS;DINHEIRO;74
08/04/2018;2.2.2 Pao;PaES;DINHEIRO;15,51
08/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;59,1
08/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;72,05
08/04/2018;2.3.4 Outros Descartaveis;GUARDANOPO;DINHEIRO;16,8
09/04/2018;2.2.2 Pao;PaES;DINHEIRO;8
09/04/2018;2.2.5 Hortifrut;ALFACE;DINHEIRO;6,58
09/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;44,76
09/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;67,38
01/04/2018;2.5 Compra de Jogos;Jogos iniciais 6/12;DINHEIRO;171,13
01/04/2018;2.8.1 Ambiente e Manutencao;FREEZER 1/10;DINHEIRO;80
01/04/2018;2.2.4 Insumos;TEMPEROS;DINHEIRO;129
01/04/2018;2.5 Compra de Jogos;CATARSE 1/3;DINHEIRO;49
01/04/2018;2.5 Compra de Jogos;ROCK MANAGER 1/2;DINHEIRO;59,31
05/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;47,3
11/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;94,5
11/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;39,9
12/04/2018;2.2.2 Pao;PaES;DINHEIRO;7,2
12/04/2018;2.2.8 Bebidas;AGUA;DINHEIRO;14,6
13/04/2018;2.2.2 Pao;PaES;DINHEIRO;12
13/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;82,43
13/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;113,96
13/04/2018;2.7 Corujao;CORUJaO BEBIDAS;DINHEIRO;34,75
14/04/2018;2.7 Corujao;CORUJaO PIZZAS;DINHEIRO;146
14/04/2018;2.7 Corujao;CORUJaO BEBIDAS;DINHEIRO;59,06
14/04/2018;2.3.4 Outros Descartaveis;SACO DE LIXO;DINHEIRO;18,5
14/04/2018;2.7 Corujao;CORUJaO COPOS DESCARTAVEIS;DINHEIRO;4,58
14/04/2018;2.7 Corujao;CORUJaO PIZZAS ENROLADAS;DINHEIRO;18
14/04/2018;2.7 Corujao;CORUJaO SALGADOS;DINHEIRO;40
14/04/2018;2.2.9 Outros;BOLINHOS DE BACALHAU;DINHEIRO;50
14/04/2018;2.7 Corujao;CORUJaO GELO;DINHEIRO;10
13/04/2018;2.8 agua, Luz e Aluguel;SABESP;DINHEIRO;43,73
15/04/2018;2.2.4 Insumos;VIVO;DINHEIRO;126,48
16/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;170,58
16/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;106,38
19/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;137,82
19/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;32,22
20/04/2018;2.2.4 Insumos;SAL;DINHEIRO;2
20/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;23,88
20/04/2018;2.8.1 Ambiente e Manutencao;ESCOVA BANHEIRO, BOM BRIL, BALDE DE LIXO;DINHEIRO;61,64
20/04/2018;2.8.1 Ambiente e Manutencao;CADERDOS E COMANDAS;DINHEIRO;14,5
21/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;76,79
22/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;80,1
22/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;43,35
23/04/2018;2.8.1 Ambiente e Manutencao;coisas para cozinha E LIMPEZA;DINHEIRO;66,18
23/04/2018;2.2.2 Pao;PaES;DINHEIRO;8
25/04/2018;2.2.2 Pao;PaES;DINHEIRO;6,4
25/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;40,62
25/04/2018;2.8.1 Ambiente e Manutencao;CAIXA PARA GUARDAR PaES;DINHEIRO;35,5
25/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;65,79
24/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;25,85
26/04/2018;2.6.1 Gas de cozinha;GAZ;DINHEIRO;62
26/04/2018;2.2.2 Pao;PaES;DINHEIRO;7,2
26/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;76,11
26/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;21,75
27/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;26,92
28/04/2018;2.2.2 Pao;paes e mussarela;DINHEIRO;14,25
28/04/2018;2.2.7 Doces;PALETAS;DINHEIRO;55,2
29/04/2018;2.2.8 Bebidas;REPO;DINHEIRO;85,38
29/04/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;49,24
29/04/2018;2.2.1 Carne;CARNE;DINHEIRO;20,29
19/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;25,8
18/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;42,8
18/04/2018;2.7 Corujao;JOaO PIZZA CORUJaO;DINHEIRO;18
12/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;52,3
30/04/2018;2.8.2 Tarifas Bancarias;tarifa CARTaO;DINHEIRO;127,52
27/04/2018;2.8 agua, Luz e Aluguel;bandeirantes;DINHEIRO;210,19
28/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;43,8
29/04/2018;2.9 Marketing;MARKEting face;DINHEIRO;13,8
24/04/2018;2.8 agua, Luz e Aluguel;ALUGUEL;DINHEIRO;1100
02/05/2018;2.2.1 Carne;CARNE;DINHEIRO;34,5
03/05/2018;2.2.1 Carne;CARNE;DINHEIRO;35,85
02/05/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
02/05/2018;2.2.8 Bebidas;HIDRO REPO;DINHEIRO;250
02/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;78,14
02/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;104,74
03/05/2018;2.2.2 Pao;PaES;DINHEIRO;8
03/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;60,75
03/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;93,69
03/05/2018;2.8.1 Ambiente e Manutencao;CANECAS;DINHEIRO;49,95
04/05/2018;2.2.2 Pao;PaES;DINHEIRO;3,2
04/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;23,04
04/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;21,48
05/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;64,62
05/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;1,89
05/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;35,73
05/05/2018;2.2.1 Carne;CARNE;DINHEIRO;34
05/05/2018;2.2.7 Doces;PALETAS;DINHEIRO;55,2
01/05/2018;2.8.1 Ambiente e Manutencao;PLAYSET SABOTEUR;DINHEIRO;30
04/05/2018;2.8.2 Tarifas Bancarias;SLEVES TICKET;DINHEIRO;20
01/05/2018;2.5 Compra de Jogos;Jogos iniciais 7/12;DINHEIRO;171,13
01/05/2018;2.8.1 Ambiente e Manutencao;FREEZER 2/10;DINHEIRO;80
01/05/2018;2.5 Compra de Jogos;CATARSE 2/3;DINHEIRO;49
01/05/2018;2.5 Compra de Jogos;ROCK MANAGER 2/2;DINHEIRO;59,31
05/05/2018;2.2.2 Pao;PaES;DINHEIRO;6,4
06/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;8,64
06/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;45,78
09/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;7,8
09/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;32,82
09/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;56,42
09/05/2018;2.3.4 Outros Descartaveis;MATERIAL DE LIMPEZA;DINHEIRO;8,25
09/05/2018;2.2.1 Carne;CARNE;DINHEIRO;38
09/05/2018;2.2.2 Pao;PaES;DINHEIRO;16
10/05/2018;2.2.1 Carne;CARNE;DINHEIRO;34
10/05/2018;2.2.2 Pao;PaES;DINHEIRO;2,4
10/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;34,14
10/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;27,36
13/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;44,76
13/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;41,94
03/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;29,3
10/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;24,4
11/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;67,6
10/05/2018;2.8.1 Ambiente e Manutencao;PEDRA DE MARMORE COZINHA;DINHEIRO;50
10/05/2018;2.8.1 Ambiente e Manutencao;MATERIAIS PRATELEIRA;DINHEIRO;18
13/05/2018;2.2.2 Pao;PaES;DINHEIRO;8,8
14/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;78,84
14/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;4,65
16/05/2018;2.2.2 Pao;PaES;DINHEIRO;12
17/05/2018;2.8.1 Ambiente e Manutencao;VERNIZ SPTAY;DINHEIRO;24,9
17/05/2018;2.2.1 Carne;CARNE;DINHEIRO;52
17/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;90,98
17/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;82,41
17/05/2018;2.8.1 Ambiente e Manutencao;VIDROS E SUPORTES;DINHEIRO;28
18/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;20,8
18/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;34,98
18/05/2018;2.2.1 Carne;CARNE;DINHEIRO;54
18/05/2018;2.7 Corujao;CORUJaO PIZZA;DINHEIRO;73,5
19/05/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
19/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;26,79
19/05/2018;2.7 Corujao;CORUJaO;DINHEIRO;46,59
19/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;31,98
19/05/2018;2.7 Corujao;CORUJaO;DINHEIRO;21,29
23/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;24,24
23/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;22,29
23/05/2018;2.8.1 Ambiente e Manutencao;LIXEIRA, FRIGIDEIRA E BANDEJA;DINHEIRO;57,65
23/05/2018;2.2.2 Pao;PaES;DINHEIRO;4
13/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;16,14
16/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;34,8
17/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;54,3
23/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;30.30
24/05/2018;2.8 agua, Luz e Aluguel;MAIO;DINHEIRO;1100
15/05/2018;2.8 agua, Luz e Aluguel;MAIO;DINHEIRO;44
15/05/2018;2.4.2 Diaria Funcionarios;DAS ABRIL;DINHEIRO;48,7
15/05/2018;2.2.4 Insumos;MAIO;DINHEIRO;124,98
15/05/2018;2.8.1 Ambiente e Manutencao;CHAPEIRA;DINHEIRO;120
24/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;215,56
24/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;207,87
24/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;26,9
26/05/2018;2.8.1 Ambiente e Manutencao;ADESIVO TROFEU;DINHEIRO;3
26/05/2018;2.2.2 Pao;PaES;DINHEIRO;6,4
28/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;70,25
28/05/2018;2.3.4 Outros Descartaveis;PAPEL TOALHA;DINHEIRO;3,55
28/05/2018;2.2.1 Carne;CARNE;DINHEIRO;35
27/05/2018;2.8 agua, Luz e Aluguel;BANDeirantes;DINHEIRO;194,92
28/05/2018;2.2.2 Pao;PaO;DINHEIRO;8
31/05/2018;2.2.2 Pao;PaO;DINHEIRO;4,8
31/05/2018;2.8.2 Tarifas Bancarias;TARIFA CARTaO;DINHEIRO;88,81
31/05/2018;2.2.8 Bebidas;REPO;DINHEIRO;11,7
31/05/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;9,53
31/05/2018;2.8.1 Ambiente e Manutencao;ESPATULA;DINHEIRO;20,5
31/05/2018;2.9 Marketing;MARKEting face;DINHEIRO;69,7
01/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;105,21
01/06/2018;2.2.1 Carne;CARNE;DINHEIRO;52
01/06/2018;2.2.2 Pao;PaO;DINHEIRO;13,6
01/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;106,92
01/06/2018;2.2.6 Laticínios;MUSSARELA;DINHEIRO;12,95
01/06/2018;2.5 Compra de Jogos;Jogos iniciais 8/12;DINHEIRO;171,13
01/06/2018;2.8.1 Ambiente e Manutencao;FREEZER 3/10;DINHEIRO;80
01/06/2018;2.5 Compra de Jogos;CATARSE 3/3;DINHEIRO;49
02/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;66,96
02/06/2018;2.2.2 Pao;PaES;DINHEIRO;8,8
02/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;23,4
02/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;36,87
03/06/2018;2.2.2 Pao;PaES;DINHEIRO;12
03/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;33
03/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;22,8
06/06/2018;2.2.2 Pao;PaES;DINHEIRO;8
06/06/2018;2.2.1 Carne;CARNE;DINHEIRO;37,65
06/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;98,87
06/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;36,06
06/06/2018;2.3.4 Outros Descartaveis;ESPONJA;DINHEIRO;4,15
06/06/2018;2.8.1 Ambiente e Manutencao;PITaO E IMPRESSaO;DINHEIRO;9
02/06/2018;2.4.2 Diaria Funcionarios;DIARIA YUDI;DINHEIRO;60
06/06/2018;2.3.4 Outros Descartaveis;GAZ;DINHEIRO;70
06/06/2018;2.2.8 Bebidas;AGUA;DINHEIRO;8
06/06/2018;2.8.1 Ambiente e Manutencao;POP RICARDO;DINHEIRO;25
08/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;87,21
08/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;36,9
08/06/2018;2.2.7 Doces;PALETAS;DINHEIRO;55,2
08/06/2018;2.2.1 Carne;CARNE;DINHEIRO;34
10/06/2018;2.2.2 Pao;PaES;DINHEIRO;8
10/06/2018;2.2.1 Carne;CARNE;DINHEIRO;16,49
10/06/2018;2.2.6 Laticínios;MUSSARELA;DINHEIRO;11,44
10/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;42,24
10/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;96,3
10/06/2018;2.3.4 Outros Descartaveis;SACOLA;DINHEIRO;0,2
09/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;19,9
07/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;24,4
06/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;21,4
13/06/2018;2.2.2 Pao;PaES;DINHEIRO;15,5
13/06/2018;2.3.4 Outros Descartaveis;PAPEL TOALHA;DINHEIRO;3,39
13/06/2018;2.2.6 Laticínios;LEITE;DINHEIRO;5,5
13/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;11,1
13/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;26,38
14/06/2018;2.2.2 Pao;PaES;DINHEIRO;26,74
14/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;87,42
14/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;66,5
15/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;36,06
15/06/2018;2.2.1 Carne;CARNE;DINHEIRO;34,94
16/06/2018;2.7 Corujao;CORUJaO BEBIDAS;DINHEIRO;113,33
16/06/2018;2.7 Corujao;CORUJaO COMIDAS;DINHEIRO;57,49
16/06/2018;2.7 Corujao;CORUJaO DESCARTAVEIS;DINHEIRO;44,29
13/06/2018;2.2.1 Carne;CARNE;DINHEIRO;36,15
05/06/2018;2.2.4 Insumos;TEMPEROS;DINHEIRO;66,33
14/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;19,9
16/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;10,4
16/06/2018;2.7 Corujao;CORUJaO PIZZAS;DINHEIRO;125
16/06/2018;2.7 Corujao;CORUJaO PIZZAS ENROLADAS;DINHEIRO;24
17/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;20,5
17/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;64,48
17/06/2018;2.2.9 Outros;DIARIA JAQUELINE;DINHEIRO;50
18/06/2018;2.2.4 Insumos;vivo;DINHEIRO;127,55
18/06/2018;2.8 agua, Luz e Aluguel;SABESP;DINHEIRO;45,62
20/06/2018;2.8.2 Tarifas Bancarias;SIMPLES NACIONAL;DINHEIRO;48,7
10/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;20
09/06/2018;2.8.1 Ambiente e Manutencao;POP RICARDO;DINHEIRO;25
20/06/2018;2.8.1 Ambiente e Manutencao;BANDEIRINHAS;DINHEIRO;7
20/06/2018;2.7 Corujao;CORUJaO SALGADOS;DINHEIRO;39,8
20/06/2018;2.2.1 Carne;CARNE;DINHEIRO;37,2
20/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;42,38
20/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;29,4
20/06/2018;2.2.2 Pao;PaES;DINHEIRO;30,18
21/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;106,53
21/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;64,03
21/06/2018;2.3.4 Outros Descartaveis;REPO;DINHEIRO;24,89
21/06/2018;2.3.4 Outros Descartaveis;LIMPEZA;DINHEIRO;16,1
21/06/2018;2.2.2 Pao;PaES;DINHEIRO;5,6
21/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;19,42
22/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;42,48
22/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;64,52
22/06/2018;2.2.2 Pao;PaES;DINHEIRO;33,66
22/06/2018;2.2.1 Carne;CARNE;DINHEIRO;36
21/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;43,7
22/06/2018;2.2.6 Laticínios;MUSSARELA;DINHEIRO;8,1
23/06/2018;2.2.5 Hortifrut;VERDURA;DINHEIRO;10
23/06/2018;2.2.6 Laticínios;MUSSARELA;DINHEIRO;9,5
24/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;82,32
24/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;16,99
25/06/2018;2.8 agua, Luz e Aluguel;JUNHO;DINHEIRO;1100
27/06/2018;2.8 agua, Luz e Aluguel;BANDEIRANTES;DINHEIRO;174,66
27/06/2018;2.2.1 Carne;CARNE;DINHEIRO;34,6
27/06/2018;2.2.2 Pao;PADARIA;DINHEIRO;21,96
27/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;84,18
27/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;110,14
27/06/2018;2.3.4 Outros Descartaveis;PAPEL TOALHA;DINHEIRO;4,64
28/06/2018;2.2.2 Pao;PaES;DINHEIRO;8
28/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;39,09
28/06/2018;2.2.8 Bebidas;REPO;DINHEIRO;149,37
30/06/2018;2.8.2 Tarifas Bancarias;TARIFA CARTaO;DINHEIRO;126,37
30/06/2018;2.2.1 Carne;CARNE;DINHEIRO;34,4
30/06/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;116,14
30/06/2018;2.9 Marketing;MARKEting face;DINHEIRO;15,9
01/08/2018;2.5 Compra de Jogos;Jogos iniciais 10/12;DINHEIRO;171,13
01/08/2018;2.8.1 Ambiente e Manutencao;FREEZER 5/10;DINHEIRO;80
01/08/2018;2.8.1 Ambiente e Manutencao;CHROMECAST 1/12;DINHEIRO;15
01/08/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
01/08/2018;2.2.1 Carne;CARNE;DINHEIRO;34
01/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;84,77
01/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;111,8
01/08/2018;2.3.4 Outros Descartaveis;REPO;DINHEIRO;13,75
01/08/2018;2.2.5 Hortifrut;FEIRA;DINHEIRO;10
02/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;19,08
02/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;35,5
02/08/2018;2.2.2 Pao;PaES;DINHEIRO;8
02/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;70,53
02/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;135,85
03/08/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
03/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;113,88
03/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;80,35
03/08/2018;2.3.4 Outros Descartaveis;REPO;DINHEIRO;2,7
04/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;179,17
04/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;23,4
04/08/2018;2.2.2 Pao;PaES;DINHEIRO;9,6
04/08/2018;2.2.7 Doces;PALETAS;DINHEIRO;55,2
05/08/2018;2.2.5 Hortifrut;ALFACE;DINHEIRO;12,93
05/08/2018;2.2.1 Carne;CARNE;DINHEIRO;34
08/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;18,89
08/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;63,45
08/08/2018;2.2.1 Carne;CARNE;DINHEIRO;34
08/08/2018;2.8.1 Ambiente e Manutencao;MARCARA;DINHEIRO;14,9
09/08/2018;2.2.2 Pao;PaES;DINHEIRO;15,2
09/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;11,96
09/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;20,3
09/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;90,12
09/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;76,38
09/08/2018;2.3.4 Outros Descartaveis;REPO;DINHEIRO;2,39
09/08/2018;2.2.2 Pao;PaES;DINHEIRO;8
10/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;121,71
10/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;143,09
10/08/2018;2.2.1 Carne;CARNE;DINHEIRO;14
10/08/2018;2.2.2 Pao;PaES;DINHEIRO;8,8
11/08/2018;2.2.1 Carne;CARNE;DINHEIRO;35
11/08/2018;2.2.2 Pao;PaES;DINHEIRO;7,2
11/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;5,58
12/08/2018;2.2.7 Doces;SORVETES;DINHEIRO;67,2
15/08/2018;2.2.1 Carne;CARNE;DINHEIRO;39
15/08/2018;2.2.5 Hortifrut;FEIRA;DINHEIRO;10
15/08/2018;2.2.2 Pao;PaES;DINHEIRO;16
16/08/2018;2.2.2 Pao;PaES;DINHEIRO;13
16/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;62,26
16/08/2018;2.2.8 Bebidas;REPO;DINHEIRO;65,72
16/08/2018;2.3.4 Outros Descartaveis;REPO;DINHEIRO;9,5
17/08/2018;2.2.2 Pao;PaES;DINHEIRO;10,4
17/08/2018;2.2 Reposicao Estoque;REPO;DINHEIRO;18,84
01/08/2018;2.9 Marketing;MARKEting face;DINHEIRO;4,5
02/08/2018;2.9 Marketing;MARKEting face;DINHEIRO;24,4
02/08/2018;2.4.2 Diaria Funcionarios;DIARIA NATALIA;DINHEIRO;50
04/08/2018;2.4.2 Diaria Funcionarios;DIARIA YUJI;DINHEIRO;60
08/08/2018;2.9 Marketing;MARKEting face;DINHEIRO;23,95
08/08/2018;2.2.9 Outros;BOLINHOS DE BACALHAU;DINHEIRO;100
